,,,Name,FeH,Teff,logg,RAdeg,DEdeg,dist_x,SOURCE_ID,RA,ra_error_x,DEC,dec_error_x,parallax_x,parallax_error_x,phot_g_mean_mag_x,phot_rp_mean_mag_x,phot_bp_mean_mag_x,bp_rp_x,mh_gspphot_x,mh_gspphot_lower_x,mh_gspphot_upper_x,Column0,dist_y,ra_y,ra_error_y,dec_y,dec_error_y,parallax,parallax_error_y,Gmag,RPmag,BPmag,BP-RP,mh_gspphot_y,mh_gspphot_lower_y,mh_gspphot_upper_y,MatchID,MatchRA,MatchDEC,dstArcSec,survey,fov_radius,IAUName,band,nuv_exptime,fuv_exptime,fuv_mag,fuv_magerr,nuv_mag,nuv_magerr,fuv_flux,fuv_fluxerr,nuv_flux,nuv_fluxerr,e_bv,ra_cent,dec_cent,xCenter,yCenter,SSAPFitsFile,nuv_flux_auto,nuv_flux_aper_7,nuv_artifact,fuv_flux_auto,fuv_flux_aper_7,fuv_artifact,redG,redBP,redRP,bpDered,rpDered,gDered,NUVDered,bp_rp_dered,colorColorY
20,441,136,BS 16968-061,-2.85,6343, 3.82,225.27541666666664,3.7126388888888893,0.0002329379322637091,1154852693702722432,225.2752816844451,0.0143693285,3.712455377587835,0.0127676185,1.0146830429952876,0.015920594,13.139238,12.709812,13.397821,0.68800926,-1.9176,-2.1515,-1.5571,136,0.000232937932263709,225.275281684445,0.0143693285,3.71245537758784,0.0127676185,1.01468304299529,0.015920594,13.139238,12.709812,13.397821,0.68800926,-1.9176,-2.1515,-1.5571,2430257285448079936,225.275679713622,3.71270478748019,1.68842792076772,MIS,0.3345776,GALEX J150106.1+034245,3,2314.1,1530.1,21.51374,0.1202433,16.13848,0.004280344,9.005453,0.9970949,1272.359,5.014856,0.04871485,224.9417,3.68327,1933.735,1905.472,,37.72333,37.20172,0,0.08365726,0.0808365,0,0.1312755039418387,0.16409324004631498,0.0902266457233777,13.233727759953686,12.619585354276621,13.007962496058163,15.785784486,0.6141424056770646,-1.3453791509009196
21,518,189,BS 17569-049,-2.84,4645, 1.09,331.2433333333333,4.0255833333333335,0.0001689811239878144,2683999280305939200,331.2431710063001,0.013446696,4.025575825585065,0.018043477,0.10565377457817021,0.015783641,13.049007,12.361877,13.570265,1.2083874,,,,189,0.000168981123987814,331.2431710063,0.013446696,4.02557582558507,0.018043477,0.10565377457817,0.015783641,13.049007,12.361877,13.570265,1.2083874,NaN,NaN,NaN,3213039195879643459,331.243410623185,4.02575067339912,1.06614128428953,GII,0.2473483,GALEX J220458.4+040132,1,1561.7,0,-999,-999,19.75705,0.02687571,-999,-999,45.41302,1.123855,0.03886499,331.1278,3.80694,1798.792,1905.364,,1.346421,1.374641,0,-99,-99,-999,0.09501763363052461,0.1242425048357603,0.07034152869353334,13.44602249516424,12.291535471306467,12.953989366369475,19.475667472399998,1.1544870238577722,-1.0775051826755213
22,4,3,BS 17570-063,-2.95,6233, 4.46,5.150833333333332,23.793805555555558,0.0002739276035966129,2801174135693760256,5.151060058091733,0.03621128,23.793619673911923,0.02672709,0.915247824796794,0.05116046,14.358122,13.935418,14.612659,0.6772413,-2.0152,-2.2298,-1.824,3,0.000273927603596613,5.15106005809173,0.03621128,23.7936196739119,0.02672709,0.915247824796794,0.05116046,14.358122,13.935418,14.612659,0.6772413,-2.0152,-2.2298,-1.824,6375982315808489648,5.15096179141791,23.794032097313,1.5195993854616,AIS,0.5201142,GALEX J002036.2+234738,3,222,222,22.35499,0.4011778,17.24691,0.02248935,4.149615,1.532904,458.3922,9.492581,0.03914537,5.27514,24.30163,1909.16,1920.552,,13.59057,13.75225,1,0.03854836,0.03804307,0,0.10555111109257644,0.13188277406369012,0.07251934613157071,14.48077622593631,13.86289865386843,14.252570888907423,16.9634975212,0.6178775720678811,-1.410828697241226
23,499,180,BS 17583-100,-2.53,5950, 3.66,325.6158333333333,26.67652777777778,0.00037750418252727424,1800455375724578304,325.6162532915262,0.010529388,26.676449534653447,0.010406051,1.5551670351120923,0.017580349,12.161962,11.665088,12.479951,0.8148632,,,,180,0.000377504182527274,325.616253291526,0.010529388,26.6764495346534,0.010406051,1.55516703511209,0.017580349,12.161962,11.665088,12.479951,0.8148632,NaN,NaN,NaN,6372323205533665141,325.616084840226,26.6764196061255,0.552482074358632,AIS,0.4112426,GALEX J214227.8+264035,1,318.05,0,-999,-999,15.77559,0.01028814,-999,-999,1777.304,16.83715,0.09462189,326.02887,26.85888,1930.713,1923.812,,52.69412,52.53344,0,-99,-99,-999,0.2507393307621333,0.3160268757076216,0.17455620977410244,12.163924124292379,11.490531790225898,11.911222669237867,15.0905275164,0.6733923340664809,-1.4484846550321269
24,538,204,CD -24 17504,-3.38,6236, 3.70,346.83416666666665,-23.876555555555555,0.0014512388385168715,2383484851010749568,346.8353792880045,0.016305031,-23.877492651911783,0.01595848,3.19565952233835,0.019039024,11.983325,11.58817,12.212374,0.6242037,-4.038,-4.0893,-3.8678,204,0.00145123883851687,346.835379288005,0.016305031,-23.8774926519118,0.01595848,3.19565952233835,0.019039024,11.983325,11.58817,12.212374,0.6242037,-4.038,-4.0893,-3.8678,6388085746249503547,346.835071631678,-23.8766669059948,3.14047244758768,AIS,0.5898744,GALEX J230720.4-235236,3,215.05,215.05,19.60048,0.1562819,14.73581,0.01026231,52.45778,7.548988,4630.997,43.76124,0.02856633,346.57093,-24.41505,1884.511,1889.757,,137.3014,134.3194,161,0.487313,0.5051308,32,0.07765678457621893,0.09665700242995048,0.053014883649531434,12.11571699757005,11.535155116350468,11.905668215423782,14.5289897708,0.5805618812195821,-1.2279874571272833
25,23,15,CD -38 245,-4.15,4857, 1.54,11.650833333333333,-37.659305555555555,7.194426210160684e-05,5000753194373767424,11.650900046791078,0.011356527,-37.65935453727966,0.01202424,0.22905624022301235,0.016046906,11.685451,11.0388,12.15544,1.1166401,,,,15,7.19442621016068E-05,11.6509000467911,0.011356527,-37.6593545372797,0.01202424,0.229056240223012,0.016046906,11.685451,11.0388,12.15544,1.1166401,NaN,NaN,NaN,6384532108560305316,11.6507012561664,-37.6593414596174,0.5684992927635,AIS,0.2597962,GALEX J004636.1-373933,1,178.05,178.05,-999,-999,17.58553,0.0305477,-999,-999,335.5751,9.43927,0.01172912,11.91184,-37.81697,1898.069,1937.707,,9.949245,10.1982,2,-99,-99,256,0.029062930573994707,0.037739762309315465,0.021308055206209816,12.117700237690684,11.01749194479379,11.656388069426006,17.5006111712,1.1002082928968946,-1.3361937326298161
26,182,67,CS 22169-035,-2.95,4654, 1.10,63.057916666666664,-12.084750000000001,4.6764367888392284e-05,3189438526418585728,63.05787558469234,0.009885708,-12.084765014089134,0.009380686,0.19267370027871555,0.0137293115,12.576918,11.8799715,13.111521,1.2315493,,,,67,4.67643678883923E-05,63.0578755846923,0.009885708,-12.0847650140891,0.009380686,0.192673700278716,0.0137293115,12.576918,11.8799715,13.111521,1.2315493,NaN,NaN,NaN,6377495301788273235,63.0577197374884,-12.0846197596034,0.757905994170293,AIS,0.3310907,GALEX J041213.8-120504,1,109,109,-999,-999,19.79724,0.1168199,-999,-999,43.76274,4.707513,0.04302414,62.81225,-12.31277,1918.75,1946.074,,1.297493,1.2431,0,-99,-99,0,0.10479216696197409,0.1372879706949953,0.07778698503559438,12.974233029305005,11.802184514964406,12.472125833038024,19.4857452264,1.1720485143405988,-0.7094881168138922
27,143,58,CS 22172-002,-3.77,4893, 1.68,48.586666666666666,-10.586472222222223,0.0002262252545020103,5165882351758796544,48.58689645067388,0.014303205,-10.586524654273342,0.015318792,0.22538104591351066,0.019729,12.450738,11.7871475,12.936406,1.1492586,-2.433,-2.5328,-2.3157,58,0.00022622525450201,48.5868964506739,0.014303205,-10.5865246542733,0.015318792,0.225381045913511,0.019729,12.450738,11.7871475,12.936406,1.1492586,-2.433,-2.5328,-2.3157,6380873018688670587,48.5868676272013,-10.5864703880881,0.220382630532091,AIS,0.5974194,GALEX J031420.8-103511,1,112,112,-999,-999,18.14665,0.0556436,-999,-999,200.143,10.25477,0.07196297,48.21964,-11.06272,1892.625,1970.467,,5.933908,6.007943,33,-99,-99,32,0.1786526003862448,0.23193127652240741,0.1307662481028223,12.704474723477592,11.656381251897177,12.272085399613754,17.6256380972,1.0480934715804153,-1.6377074680726995
28,42,27,CS 22174-007,-2.39,5265, 2.78,18.527083333333334,-11.043166666666666,0.00017798190567519463,2469079395987434880,18.52710492000634,0.017259577,-11.043343278449424,0.012238232,0.5099110050468,0.017111825,12.168183,11.589953,12.568338,0.978385,-0.6995,-0.7,-0.6981,27,0.000177981905675195,18.5271049200063,0.017259577,-11.0433432784494,0.012238232,0.5099110050468,0.017111825,12.168183,11.589953,12.568338,0.978385,-0.6995,-0.7,-0.6981,6380485939056086073,18.5269962638909,-11.043120945076,0.887712829381185,AIS,0.3905236,GALEX J011406.4-110235,1,104,104,-999,-999,17.08988,0.02903793,-999,-999,529.722,14.16393,0.02672662,18.25095,-11.3245,1983.013,1929.556,,15.70538,16.06065,0,-99,-99,0,0.06807039778179999,0.08726051632452266,0.048892187127773934,12.481077483675477,11.541060812872226,12.100112602218202,16.8963792712,0.9400166708032511,-1.3819120890211325
29,181,66,CS 22177-009,-2.98,6423, 4.37,61.919166666666655,-25.045527777777778,0.00040305957097976135,4890881265153979904,61.9194799312312,0.0077847233,-25.0458213027898,0.012437577,1.2188548573298557,0.017022602,14.125621,13.714164,14.370159,0.65599537,-3.7773,-4.0965,-3.3513,66,0.000403059570979761,61.9194799312312,0.0077847233,-25.0458213027898,0.012437577,1.21885485732986,0.017022602,14.125621,13.714164,14.370159,0.65599537,-3.7773,-4.0965,-3.3513,6381576627747291569,61.9195306247868,-25.0456206694033,0.740962138220829,AIS,0.4695357,GALEX J040740.6-250244,1,107,107,-999,-999,16.99573,0.02728711,-999,-999,577.7084,14.51565,0.04401429,61.63181,-24.65536,2016.917,1908.497,,17.1281,17.51232,256,-99,-99,0,0.11922454290161415,0.14867054493681836,0.08161059934095004,14.22148845506318,13.63255340065905,14.006396457098386,16.6770665404,0.5889350544041303,-1.2766323132268491
30,38,24,CS 22183-031,-3.17,5202, 2.54,17.271249999999995,-4.722527777777778,0.00012010068632054394,2482988183718639872,17.271304074356053,0.015506432,-4.722637076038859,0.0119013265,0.343484150453018,0.01813146,13.38257,12.80999,13.770012,0.960022,,,,24,0.000120100686320544,17.2713040743561,0.015506432,-4.72263707603886,0.0119013265,0.343484150453018,0.01813146,13.38257,12.80999,13.770012,0.960022,NaN,NaN,NaN,6380345220895081663,17.2711205799931,-4.72257225696141,0.698469216928308,AIS,0.1723585,GALEX J010905.0-044321,1,106,106,-999,-999,17.92827,0.04755229,-999,-999,244.7318,10.71598,0.03940764,17.39827,-4.60575,1933.916,1920.641,,7.255892,7.2814,0,-99,-99,0,0.10088139033807553,0.12904043013885852,0.07217275074363425,13.640971569861142,12.737817249256366,13.281688609661924,17.6429586864,0.9031543206047754,-1.6101143975310395
31,183,68,CS 22186-025,-3.07,4871, 1.66,66.13666666666667,-37.15072222222222,1.1890791744119073e-05,4865951797498979840,66.13667449849282,0.010363526,-37.15071502834316,0.011445557,0.0896916973179997,0.012904855,13.979999,13.359671,14.421224,1.061553,,,,68,1.18907917441191E-05,66.1366744984928,0.010363526,-37.1507150283432,0.011445557,0.0896916973179997,0.012904855,13.979999,13.359671,14.421224,1.061553,NaN,NaN,NaN,6385622868118473758,66.136526903684,-37.1508201555497,0.567967440029426,AIS,0.4716286,GALEX J042432.7-370902,1,109.05,109.05,-999,-999,19.6235,0.1040929,-999,-999,51.35698,4.922556,0.0282616,65.58833,-37.32962,1916.458,1903.266,,1.522649,1.503627,0,-99,-99,0,0.07089811303697527,0.09153524692167103,0.05150469346873552,14.32968875307833,13.308166306531264,13.909100886963024,19.418886016,1.0215224465470651,-1.2010088865559245
32,128,51,CS 22189-009,-3.48,4944, 1.83,40.42666666666666,-13.469583333333333,0.00011329398091063275,5170309947645049728,40.42656602857512,0.0109889945,-13.469632841957946,0.013933517,0.13605534709432202,0.0169203,13.790548,13.164401,14.234595,1.0701942,,,,51,0.000113293980910633,40.4265660285751,0.0109889945,-13.4696328419579,0.013933517,0.136055347094322,0.0169203,13.790548,13.164401,14.234595,1.0701942,NaN,NaN,NaN,6380872969296544916,40.4263052993331,-13.4696487411938,0.914599716113357,AIS,0.5167748,GALEX J024142.3-132810,1,108,0,-999,-999,19.3991,0.1005142,-999,-999,63.14782,5.844615,0.02492229,39.91792,-13.31975,1945.499,1929.915,,1.872228,1.837242,1,-99,-99,-999,0.0623936380829146,0.08063029984735921,0.045396037649300815,14.153964700152642,13.119004962350699,13.728154361917085,19.2186626204,1.0349597378019428,-1.2991236753126278
33,457,147,CS 22872-102,-2.94,5911, 3.60,247.33624999999998,-3.082388888888889,0.00047699299245735916,4357734467757548288,247.33614591940207,0.012901682,-3.0828487740671564,0.007468779,2.2544641190464194,0.0165909,13.394995,12.835384,13.768884,0.93349934,-3.9416,-4.1041,-3.6627,147,0.000476992992457359,247.336145919402,0.012901682,-3.08284877406716,0.007468779,2.25446411904642,0.0165909,13.394995,12.835384,13.768884,0.93349934,-3.9416,-4.1041,-3.6627,6382913700458663614,247.336237912133,-3.08255746436113,1.09961900268703,AIS,0.5672854,GALEX J162920.7-030457,1,241,193,-999,-999,17.27562,0.02382908,-999,-999,446.4288,9.79557,0.3023113,247.30001,-3.64869,1937.151,1931.71,,13.23587,13.41128,257,-99,-99,256,0.8078277454215157,1.01751605758878,0.5572318483433921,12.75136794241122,12.278152151656608,12.587167254578484,15.086886188,0.47321579075461173,-1.3840114519049767
34,468,158,CS 22873-055,-2.99,4551, 0.82,298.4575,-59.66672222222222,0.00010408874265576892,6446949909360040320,298.45730044315377,0.010550724,-59.66672582103699,0.009421827,0.24318735810478456,0.01410298,12.319626,11.59766,12.88363,1.2859697,,,,158,0.000104088742655769,298.457300443154,0.010550724,-59.666725821037,0.009421827,0.243187358104785,0.01410298,12.319626,11.59766,12.88363,1.2859697,NaN,NaN,NaN,6383863624817971214,298.457406001563,-59.6666420549315,0.357448081231345,AIS,0.4533544,GALEX J195349.7-593959,1,191,191,-999,-999,19.53263,0.07520933,-999,-999,55.84007,3.867122,0.08563755,299.20215,-59.92187,1926.547,1919.723,,1.655565,1.756212,17,-99,-99,0,0.2076329421779929,0.2727476036413312,0.15461661373086313,12.610882396358669,11.443043386269137,12.111993057822007,18.912614138000002,1.1678390100895317,-0.9979654275819536
35,458,148,CS 22878-027,-2.51,6319, 4.41,249.39958333333328,10.368833333333335,0.000383541232061401,4446665716995846400,249.39933301787627,0.0120348735,10.36854822854431,0.008864563,1.265272186995568,0.019450082,14.26893,13.825487,14.537096,0.7116089,,,,148,0.000383541232061401,249.399333017876,0.0120348735,10.3685482285443,0.008864563,1.26527218699557,0.019450082,14.26893,13.825487,14.537096,0.7116089,NaN,NaN,NaN,6375700927802773612,249.399326989576,10.3686989346786,0.542961902595102,AIS,0.4498903,GALEX J163735.8+102207,1,137,137,-999,-999,17.33127,0.02896286,-999,-999,424.1223,11.31104,0.06692199,249.43472,9.92016,1980.492,1887.789,,12.57452,12.87129,1,-99,-99,0,0.18003102397717188,0.22527473339564144,0.12387988699455979,14.311821266604358,13.70160711300544,14.088898976022827,16.8467547924,0.6102141535989176,-1.388567205992965
36,460,150,CS 22878-101,-3.31,4796, 1.44,251.3808333333333,8.245972222222221,0.00017502064713827695,4445232430567438592,251.3810157979963,0.012015584,8.245969628306861,0.008888879,0.11026174393404287,0.016316805,13.4307785,12.754024,13.934625,1.1806011,,,,150,0.000175020647138277,251.381015797996,0.012015584,8.24596962830686,0.008888879,0.110261743934043,0.016316805,13.4307785,12.754024,13.934625,1.1806011,NaN,NaN,NaN,6375736049897835175,251.381079577354,8.2459698213206,0.227232967137634,AIS,0.1094598,GALEX J164531.4+081445,1,293,197,-999,-999,19.48528,0.06512704,-999,-999,58.32917,3.49798,0.103335,251.48882,8.22126,1932.439,1936.651,,1.729363,1.851318,0,-99,-99,0,0.2561094985563648,0.3328770489826431,0.18766380376817396,13.601747951017357,12.566360196231825,13.174669001443636,18.7371346,1.035387754785532,-1.423664306105957
37,480,167,CS 22880-086,-3.05,5196, 2.54,311.44791666666663,-18.559,0.00011868683369099114,6858709351740044800,311.44804228064766,0.01827135,-18.559028515390576,0.009318541,0.21317919448756215,0.022528041,14.152757,13.566252,14.555399,0.9891472,,,,167,0.000118686833690991,311.448042280648,0.01827135,-18.5590285153906,0.009318541,0.213179194487562,0.022528041,14.152757,13.566252,14.555399,0.9891472,NaN,NaN,NaN,6379641581771688461,311.447799093742,-18.5588999321455,0.95030801406804,AIS,0.3239591,GALEX J204547.4-183332,1,160.1,160.1,-999,-999,18.81453,0.05936064,-999,-999,108.1902,5.913665,0.06498776,311.10669,-18.53975,1907.289,1949.12,,3.20766,3.323304,0,-99,-99,0,0.16604875401625274,0.2126623844515576,0.11894548666039846,14.342736615548443,13.447306513339601,13.986708245983747,18.3440186176,0.8954301022088416,-1.6290340467574698
38,453,145,CS 22884-108,-3.30,6107, 4.52,237.48999999999998,-9.235888888888889,0.0001764267188182614,4347546393017485184,237.48983226204294,0.018440379,-9.235921842890557,0.0119523145,1.2514443036441893,0.019994516,14.070498,13.583394,14.376119,0.7927246,-2.3909,-3.5446,-2.0076,145,0.000176426718818261,237.489832262043,0.018440379,-9.23592184289056,0.0119523145,1.25144430364419,0.019994516,14.070498,13.583394,14.376119,0.7927246,-2.3909,-3.5446,-2.0076,6383019203109061521,237.490057633764,-9.23586436262461,0.827122824669635,AIS,0.2783107,GALEX J154957.6-091409,1,104,104,-999,-999,17.40895,0.03903843,-999,-999,394.8401,14.19332,0.1532745,237.31536,-9.01745,1920.344,1921.148,,11.70636,11.84452,0,-99,-99,0,0.41132423101493537,0.515948590431763,0.28329890140663594,13.860170409568235,13.300095098593363,13.659173768985065,16.29924262,0.560075310974872,-1.4117449013366672
39,472,161,CS 22885-096,-3.86,4992, 1.93,305.2133333333333,-39.89172222222222,0.0001197285158529456,6692925538259931136,305.2131949798345,0.01361371,-39.89176278668945,0.010495837,0.2265232930675517,0.015807584,13.055165,12.435779,13.491517,1.0557384,-0.73,-0.7306,-0.7299,161,0.000119728515852946,305.213194979834,0.01361371,-39.8917627866894,0.010495837,0.226523293067552,0.015807584,13.055165,12.435779,13.491517,1.0557384,-0.73,-0.7306,-0.7299,6383687721211137122,305.213212224364,-39.8917458279863,0.0774340525714081,AIS,0.1267281,GALEX J202051.1-395330,1,192,192,-999,-999,18.21432,0.04004935,-999,-999,188.0487,6.934831,0.05584189,305.04979,-39.91026,1927.819,1917.443,,5.575332,5.713324,0,-99,-99,0,0.1407555687350063,0.18138333688734157,0.10187467402350224,13.310133663112659,12.333904325976498,12.914409431264994,17.8100247164,0.9762293371361608,-1.5906309749850447
40,524,194,CS 22886-042,-2.83,4798, 1.48,335.10749999999996,-10.388944444444444,7.265483283996831e-05,2614799493082260224,335.10757940242365,0.020248972,-10.388943608478073,0.015606962,0.2022982251957382,0.020747857,12.984241,12.338808,13.453141,1.1143332,,,,194,7.26548328399683E-05,335.107579402424,0.020248972,-10.3889436084781,0.015606962,0.202298225195738,0.020747857,12.984241,12.338808,13.453141,1.1143332,NaN,NaN,NaN,6380028606643442754,335.107582005475,-10.3888240018652,0.430682451534886,AIS,0.4643019,GALEX J222025.8-102319,1,295,144,-999,-999,18.86238,0.03554369,-999,-999,103.5254,3.388283,0.04769972,335.19269,-10.84553,1955.227,1892.255,,3.069357,3.119329,0,-99,-99,0,0.11880462789420289,0.1539497879693719,0.08676018833360945,13.299191212030628,12.25204781166639,12.865436372105798,18.5170340272,1.047143400364238,-1.2736390751675462
41,542,205,CS 22888-031,-3.31,6241, 4.47,347.88541666666663,-35.445249999999994,0.00021339796798803152,6553564535381928320,347.8856375418572,0.018044736,-35.445364699972835,0.020271452,1.0996970078949224,0.023052754,14.773118,14.356145,15.023205,0.6670599,-3.4868,-3.7063,-2.8815,205,0.000213397967988032,347.885637541857,0.018044736,-35.4453646999728,0.020271452,1.09969700789492,0.023052754,14.773118,14.356145,15.023205,0.6670599,-3.4868,-3.7063,-2.8815,2463612070188287357,347.885788554971,-35.4452377780498,0.636340278159435,MIS,0.5111798,GALEX J231132.5-352642,3,1544,1544,23.61031,0.2951495,17.51204,0.009483033,1.305808,0.3548881,359.0747,3.135467,0.01392035,348.25853,-35.0346,1928.986,1923.699,,10.64597,10.61477,1,0.01213046,0.0190852,0,0.03746954882522167,0.04683524692431866,0.02578632705750944,14.976369753075682,14.33035867294249,14.735648451174779,17.411256666,0.6460110801331922,-1.5609333548657496
42,465,155,CS 22891-209,-3.32,4699, 1.18,295.50916666666666,-61.062416666666664,5.261219610680729e-05,6445356540916942336,295.50908874020894,0.0100316405,-61.0624439336879,0.011997127,0.2281713288628392,0.018818412,11.834927,11.1388445,12.363581,1.2247362,-0.308,-0.3093,-0.3072,155,5.26121961068073E-05,295.509088740209,0.0100316405,-61.0624439336879,0.011997127,0.228171328862839,0.018818412,11.834927,11.1388445,12.363581,1.2247362,-0.308,-0.3093,-0.3072,6384039552047122963,295.508936711002,-61.0626927519302,0.934070540305946,AIS,0.538864,GALEX J194202.1-610345,1,136,136,-999,-999,18.3676,0.04990438,-999,-999,163.2901,7.503583,0.07740194,294.39703,-61.09823,1817.274,1886.384,,4.841281,5.075079,17,-99,-99,0,0.18961230557046974,0.24777532103830055,0.14014927214665152,12.1158056789617,10.998695227853348,11.64531469442953,17.8072099544,1.117110451108351,-1.2889349778042805
43,523,193,CS 22892-052,-3.03,4825, 1.54,334.2570833333333,-16.657527777777776,0.00012805470312275905,6826025986350385280,334.256956546344,0.019527845,-16.657543321470175,0.016437622,0.16024952798415715,0.023561463,12.946546,12.3174,13.4032,1.0858002,,,,193,0.000128054703122759,334.256956546344,0.019527845,-16.6575433214702,0.016437622,0.160249527984157,0.023561463,12.946546,12.3174,13.4032,1.0858002,NaN,NaN,NaN,6379993359994327324,334.257011984353,-16.657379412869,0.620275612517104,AIS,0.4595651,GALEX J221701.6-163926,1,208,208,-999,-999,18.56909,0.04368819,-999,-999,135.6328,5.45631,0.03076822,334.5479,-17.02301,1933.523,1932.628,,4.021288,4.102633,0,-99,-99,0,0.07686682556161223,0.09944096425915873,0.05601233994074961,13.30375903574084,12.261387660059249,12.869679174438387,18.3463280872,1.0423713756815918,-1.3756318547303463
44,466,156,CS 22896-154,-2.85,5100, 2.28,295.6120833333333,-56.976111111111116,0.0001481224912385926,6448440159932433536,295.61197478270196,0.0112881195,-56.97623930916184,0.010947419,0.2996533800049706,0.016714307,13.387032,12.80664,13.784364,0.9777241,,,,156,0.000148122491238593,295.611974782702,0.0112881195,-56.9762393091618,0.010947419,0.299653380004971,0.016714307,13.387032,12.80664,13.784364,0.9777241,NaN,NaN,NaN,6384004440689481300,295.611460297303,-56.9766504126357,1.79142050148267,AIS,0.6001057,GALEX J194226.7-565835,1,208,208,-999,-999,18.37269,0.05280511,-999,-999,162.5256,7.902563,0.05380173,295.543,-57.57561,1912.926,1959.036,,4.818615,4.795922,32,-99,-99,32,0.1375487210448877,0.17608547900650182,0.09849373282724601,13.608278520993498,12.708146267172754,13.249483278955111,17.9831654748,0.9001322538207432,-1.2547261750348309
45,487,171,CS 22897-008,-3.50,4795, 1.43,315.7995833333333,-65.08577777777778,9.75870971301027e-05,6449369934453211264,315.7993836924616,0.0072910544,-65.08582043149339,0.010377769,0.20552301895659902,0.013401851,13.0130415,12.384874,13.464264,1.0793896,,,,171,9.75870971301027E-05,315.799383692462,0.0072910544,-65.0858204314934,0.010377769,0.205523018956599,0.013401851,13.0130415,12.384874,13.464264,1.0793896,NaN,NaN,NaN,6383898865024635299,315.799156841842,-65.0858818844955,0.409020316519998,AIS,0.5788269,GALEX J210311.8-650509,1,221,221,-999,-999,18.56988,0.04456504,-999,-999,135.5338,5.561757,0.03310166,317.02578,-65.3518,1907.007,1918.644,,4.018352,4.183427,1,-99,-99,0,0.08282002583340951,0.10706896529891763,0.06028284633993188,13.357195034701082,12.324591153660068,12.93022147416659,18.3302239816,1.0326038810410143,-1.3947427451665932
46,512,185,CS 22944-032,-2.98,5293, 2.82,326.93,-13.673,0.00026042900857269763,6843367247521239424,326.9300564583308,0.012235504,-13.673250557253379,0.012274783,0.6267180937278222,0.014158498,13.068341,12.511779,13.441054,0.9292755,,,,185,0.000260429008572698,326.930056458331,0.012235504,-13.6732505572534,0.012274783,0.626718093727822,0.014158498,13.068341,12.511779,13.441054,0.9292755,NaN,NaN,NaN,3891429074124409495,326.929974564812,-13.6732299360865,0.295924279405867,MIS,0.2976149,GALEX J214743.1-134023,1,1705,0,-999,-999,17.26946,0.008876668,-999,-999,448.9683,3.669744,0.04364065,326.77943,-13.41409,1991.417,1881.333,,13.31116,13.35301,8,-99,-99,-999,0.11241832147108605,0.1433957475110546,0.080040890037937,13.297658252488946,12.431738109962064,12.955922678528914,16.953501694,0.8659201425268819,-1.7433202324247326
47,496,177,CS 22948-027,-2.45,5011, 2.06,324.44083333333333,-39.45619444444445,0.00017793337216243793,6585479578366156672,324.44070848271883,0.011716316,-39.456336762871985,0.0103813335,0.3641846129893066,0.01762075,12.438507,11.804714,12.924597,1.1198826,,,,177,0.000177933372162438,324.440708482719,0.011716316,-39.456336762872,0.0103813335,0.364184612989307,0.01762075,12.438507,11.804714,12.924597,1.1198826,NaN,NaN,NaN,6383617414743983294,324.440588630583,-39.4560954484853,0.930418000196658,AIS,0.4541789,GALEX J213745.7-392721,1,217,217,-999,-999,17.93962,0.03132923,-999,-999,242.1882,6.986712,0.0264313,323.9904,-39.16463,1937.76,1904.401,,7.180477,7.420494,2,-99,-99,0,0.06557986996484036,0.08511696988422332,0.048031515355170445,12.839480030115777,11.75668248464483,12.372927130035158,17.748257388000003,1.082797545470946,-1.7284336575611459
48,508,183,CS 22948-066,-3.20,5077, 2.20,326.2133333333333,-37.46527777777778,0.00012665134319240207,6586084653360277504,326.2131854096481,0.011153351,-37.465311533079266,0.00855429,0.18717397859605084,0.015475226,13.235237,12.659937,13.625276,0.9653387,,,,183,0.000126651343192402,326.213185409648,0.011153351,-37.4653115330793,0.00855429,0.187173978596051,0.015475226,13.235237,12.659937,13.625276,0.9653387,NaN,NaN,NaN,6383582148767518801,326.213074822885,-37.4650271975464,1.071271909314,AIS,0.3074524,GALEX J214451.1-372754,1,240,0,-999,-999,18.12215,0.03425885,-999,-999,204.711,6.457793,0.02526838,326.29944,-37.76477,1917.08,1925.982,,6.069343,6.17661,0,-99,-99,-999,0.06449863199084335,0.08259567167001325,0.04624980513414828,13.542680328329986,12.61368719486585,13.170738368009156,17.9392069288,0.9289931334641359,-1.3344854387168823
49,513,186,CS 22948-093,-3.17,6609, 4.23,327.6312499999999,-41.130361111111114,9.936638260786172e-05,6572334195301351296,327.63121741942683,0.018765386,-41.13045160189361,0.016469453,0.4606060246056435,0.025017178,15.061792,14.693069,15.277416,0.5843468,-2.0291,-2.2119,-1.7426,186,9.93663826078617E-05,327.631217419427,0.018765386,-41.1304516018936,0.016469453,0.460606024605643,0.025017178,15.061792,14.693069,15.277416,0.5843468,-2.0291,-2.2119,-1.7426,6383582187424318561,327.631156617334,-41.1304572217504,0.166105816929698,AIS,0.3269147,GALEX J215031.4-410749,3,203.05,203.05,22.33529,0.3895628,17.72985,0.02798318,4.225571,1.515769,293.8039,7.570506,0.01559629,327.66466,-40.80452,1982.437,1987.662,,8.710799,8.858232,0,0.03925396,0.02474838,0,0.04262665861267186,0.052916504775859526,0.028979922199127962,15.22449949522414,14.664089077800872,15.019165341387328,17.6169328604,0.5604104174232685,-1.087526852851247
