,,,Name,_RA,_DEC,RVel,SNR,Teff,e_Teff,logg,e_logg,FeH,e_FeH,vt,e_vt,logL,f_logg,Teff-LAMOST,logg-LAMOST,FeH-LAMOST,LAMOST,Vmag,EBV-d,EBV-Na,B0mag,V0mag,g0mag,r0mag,J0mag,Ks0mag,dist,DR3Name_x,ra,ra_error,dec,dec_error,parallax,parallax_error,Gmag,RPmag,BPmag,BP-RP,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,Column0,DR3Name_y,RA,DEC,BP-RP_y,MatchID,MatchRA,MatchDEC,dstArcSec,survey,fov_radius,IAUName,band,nuv_exptime,fuv_exptime,fuv_mag,fuv_magerr,nuv_mag,nuv_magerr,fuv_flux,fuv_fluxerr,nuv_flux,nuv_fluxerr,e_bv,ra_cent,dec_cent,xCenter,yCenter,SSAPFitsFile,nuv_flux_auto,nuv_flux_aper_7,nuv_artifact,fuv_flux_auto,fuv_flux_aper_7,fuv_artifact,redG,redBP,redRP,bpDered,rpDered,gDered,NUVDered,bp_rp_dered,colorColorY
270,512,320,J1640+1550,250.102890,15.844683,-7.7,74.5,4730,28,1.60,0.05,-2.89,0.09,2.14,0.05,2.395,0.051,0,4913,1.20,LAMOST,11.978,0.037,0.034,12.687,11.879,12.072,11.464,10.137,9.529,6.731768297798446e-05,4462850115836027648,250.10283342322447,0.011096798,15.844655632413335,0.009468681,0.2785237766957129,0.014842429,11.695391654968262,11.030877,12.186214,1.1553373,,,,,,,,,,320,4.46285011583603E+18,250.102833423224,15.8446556324133,1.1553373,6375489815127787650,250.102937000203,15.8447587944337,0.516331501804528,AIS,0.231322,GALEX J164024.7+155041,1,387.05,172,-999,-999,18.0777,0.02617236,-999,-999,213.2647,5.139632,0.06300073,249.93919,16.01422,1920.463,1911.338,,6.322944,6.453815,0,-99,-99,0,0.15604124190726412,0.20278193331046498,0.11441591997936823,11.983432066689534,10.916461080020632,11.539350413060998,17.6215747148,1.0669709866689026,-1.009128353516127
271,513,321,J1641+0334,250.257965,3.567229,-51.5,19.8,5064,43,1.90,0.21,-3.26,0.20,1.86,0.19,2.213,0.210,1,5250,1.54,LAMOST,15.275,0.079,-9.900,15.706,15.064,15.267,14.861,13.533,12.993,2.0673581328889113e-05,4434122110384571264,250.2579636676004,0.021284094,3.5672140507414776,0.013838583,-0.01781387537086953,0.0272786,15.010931015014648,14.398198,15.439199,1.0410013,,,,,,,,,,321,4.43412211038457E+18,250.2579636676,3.56721405074148,1.0410013,6375736076741383399,250.258110518996,3.56738279485102,0.80463356898978,AIS,0.5123655,GALEX J164101.9+033402,1,184,184,-999,-999,20.0187,0.1023816,-999,-999,35.68774,3.364426,0.06465877,250.44614,3.09064,2006.334,2017.681,,1.058082,1.049269,17,-99,-99,0,0.16361976632779646,0.210486882712041,0.11806770878664911,15.228712117287959,14.280130291213352,14.847311248686852,19.5505705052,0.9485818260746068,-1.6261423792995933
272,516,322,J1645+4357,251.312302,43.953346,-84.4,53.1,4660,36,1.18,0.13,-2.87,0.14,2.41,0.13,2.789,0.130,1,4821,2.53,LAMOST,13.103,0.034,0.011,14.052,13.012,13.400,12.740,11.231,10.596,2.3815394128281218e-05,1357725650023190784,251.31230346400375,0.00906775,43.95332661947555,0.01059136,0.08806476165039717,0.010764728,12.803086280822754,12.108236,13.33704,1.2288036,5997.1255,5989.3276,6000.4976,2.3513,2.3401,2.3591,-0.1272,-0.1282,-0.1265,322,1.35772565002319E+18,251.312303464004,43.9533266194755,1.2288036,6371126960504966177,251.312246671074,43.9532660295778,0.263139184216941,AIS,0.4836523,GALEX J164514.9+435711,1,149,149,-999,-999,19.76618,0.1011037,-999,-999,45.03272,4.192425,0.01061353,250.64793,43.88304,1924.834,1950.725,,1.335145,1.228848,1,-99,-99,0,0.025755887936251578,0.033798052108768385,0.01917033274730791,13.303241947891232,12.089065667252692,12.777330392886503,19.6893380428,1.21417628063854,-1.0058940621732653
273,518,323,J1650+0438,252.685257,4.643380,-429.8,16.3,5112,50,2.36,0.30,-3.59,0.26,3.30,0.30,1.770,0.300,1,4777,3.07,LAMOST,15.09,0.080,0.042,15.668,14.874,15.149,14.676,13.336,12.828,4.285815705548041e-05,4434538756572083328,252.6852262993656,0.01955377,4.643362244587701,0.013695936,0.11334312928291299,0.026137128,14.843512535095215,14.209422,15.302536,1.0931139,,,,,,,,,,323,4.43453875657208E+18,252.685226299366,4.6433622445877,1.0931139,2553156297152271132,252.685141575343,4.64374959322905,1.42720856774824,NGS,0.1329474,GALEX J165044.4+043837,1,13695.7,0,-999,-999,19.86413,0.01224977,-999,-999,41.14792,0.4641367,0.09240682,252.78171,4.73547,1940.338,1921.629,,1.219968,1.230992,256,-99,-99,-999,0.23245199470773334,0.29997665935645007,0.16845981196041893,15.00255934064355,14.04096218803958,14.61106054038748,19.1951046232,0.9615971526039697,-1.8987894038210191
274,520,324,J1650+4313,252.559784,43.217541,-215.1,34.0,4915,30,2.02,0.05,-3.02,0.13,1.96,0.10,2.041,0.051,0,4988,2.03,LAMOST,14.265,0.034,0.024,14.786,14.174,14.344,13.858,12.500,11.990,5.015791106335988e-05,1356704444239380608,252.55977992140816,0.010672857,43.217495590494124,0.010996966,0.10195072234683665,0.011667087,13.923580169677734,13.307953,14.359561,1.0516081,6229.27,6220.658,6235.1924,3.0927,3.0881,3.0947,-0.43,-0.4302,-0.4298,324,1.35670444423938E+18,252.559779921408,43.2174955904941,1.0516081,6371302810424709211,252.559848374187,43.2176355487698,0.534898559367114,AIS,0.2667075,GALEX J165014.3+431303,1,176,112,-999,-999,19.40099,0.07229982,-999,-999,63.03823,4.196733,0.01384223,252.65459,42.96006,1932.293,1865.705,,1.868979,1.883508,0,-99,-99,0,0.03472243180384401,0.04482325170989721,0.02522775772736106,14.314737748290103,13.282725242272639,13.88885773787389,19.300772254800002,1.0320125060174643,-1.3308892039912505
275,522,325,J1650+5402,252.589233,54.045982,-406.9,32.0,4660,22,1.45,0.05,-2.62,0.13,1.95,0.06,2.519,0.050,0,4991,1.78,LAMOST,13.26,0.029,0.034,13.993,13.182,13.482,12.898,11.383,10.770,1.62399541648521e-05,1426083353074011392,252.58921366242282,0.011981929,54.045975357466105,0.0144866975,0.12138604430762431,0.01383176,12.942071914672852,12.269049,13.446078,1.1770296,,,,,,,,,,325,1.42608335307401E+18,252.589213662423,54.0459753574661,1.1770296,6371021395577537871,252.589369332963,54.0458283482817,0.623181173687889,AIS,0.4307289,GALEX J165021.4+540244,1,274,168,-999,-999,19.33782,0.05595614,-999,-999,66.81445,3.442614,0.03334631,252.00882,54.31056,1908.611,1814.626,,1.980938,2.054024,0,-99,-99,0,0.08194126822929942,0.10686675295628405,0.0604387786321362,13.339211247043716,12.208610221367865,12.860130646443553,19.0963927156,1.1306010256758512,-1.194585865965884
276,523,326,J1656+4714,254.025009,47.246101,-32.0,29.0,6152,86,4.49,0.02,-2.71,0.16,1.70,0.30,-0.040,0.033,0,6000,4.51,LAMOST,14.706,0.026,-9.900,15.126,14.635,14.705,14.493,13.616,13.342,0.00016470167579269742,1407841767974447360,254.02513848421276,0.0146521125,47.24596545017099,0.01565664,1.152127498185872,0.016397765,14.521919250488281,14.096711,14.776787,0.68007565,6412.063,6393.865,6426.663,4.6207,4.605,4.6279,-2.943,-2.9798,-2.8874,326,1.40784176797445E+18,254.025138484213,47.245965450171,0.68007565,6371126917555291496,254.025047484653,47.2462198996699,0.942627630052875,AIS,0.4142615,GALEX J165606.0+471446,1,96,96,-999,-999,17.45952,0.03715577,-999,-999,376.8699,12.89401,0.0264531,253.45687,47.39877,1930.319,1923.067,,11.17357,11.48939,0,-99,-99,0,0.0711619333073173,0.08899033037127962,0.04898954668489104,14.687796669628721,14.04772145331511,14.450757317180964,17.267999556,0.6400752163136119,-1.4144086005267589
277,525,327,J1657+3443,254.381317,34.724270,-137.4,65.6,4984,29,1.92,0.05,-2.60,0.12,1.83,0.06,2.166,0.051,0,5000,1.62,LAMOST,12.035,0.021,0.012,12.757,11.978,13.365,12.368,10.445,9.863,8.172488243201034e-05,1338720999557835264,254.38123368401423,0.009763595,34.72423500982418,0.01303392,0.3428026009211602,0.01437201,11.819589614868164,11.20112,12.260654,1.0595341,,,,,,,,,,327,1.33872099955784E+18,254.381233684014,34.7242350098242,1.0595341,3365633817429679021,254.381339812928,34.7242867469958,0.365101065802905,CAI,0.4856638,GALEX J165731.5+344327,3,424,424,22.75311,0.3963329,17.46132,0.01801024,2.875791,1.049513,376.2447,6.239648,0.0143709,254.69203,34.31157,1964.055,1914.184,,11.15503,11.42523,1,0.02671501,0.002529673,0,0.03599844827484186,0.04650166135355865,0.026181817871892055,12.214152338646443,11.174938182128107,11.783591166593322,17.357274684,1.0392141565183355,-1.2172069482373447
278,527,328,J1658+4329,254.685196,43.485161,-122.7,59.7,6454,135,3.98,0.04,-2.98,0.10,2.00,0.25,0.555,0.057,0,6111,3.48,LAMOST,13.973,0.027,0.015,14.314,13.902,13.967,13.816,13.063,12.749,0.0002281635767602951,1358062375459732480,254.6852612245399,0.011275167,43.484942060917064,0.01077622,0.8938225358398717,0.01187356,13.846086502075195,13.483269,14.059824,0.57655525,6602.8726,6579.1255,6638.1196,4.1209,4.0908,4.162,-2.2765,-3.1498,-2.1478,328,1.35806237545973E+18,254.68526122454,43.4849420609171,0.57655525,6371302799687287402,254.685214557059,43.4850892186759,0.543610628969474,AIS,0.3588717,GALEX J165844.4+432906,1,96,96,-999,-999,16.47445,0.0235247,-999,-999,933.7262,20.22618,0.01842762,254.70252,43.84374,1912.546,1913.643,,27.68343,28.31322,0,-99,-99,256,0.050456861622114095,0.06258769346917745,0.03425207302685233,13.997236306530823,13.449016926973147,13.79562964045308,16.3410340312,0.5482193795576755,-1.0684784380000867
279,529,329,J1700+2159,255.073669,21.993647,-121.2,65.8,5601,55,2.17,0.04,-2.63,0.09,1.99,0.07,2.118,0.043,0,5538,1.73,LAMOST,13.368,0.053,0.054,13.776,13.226,13.362,13.220,11.977,11.571,8.641436122859101e-05,4565182968702653952,255.07366164832953,0.0069358307,21.993566013449986,0.008613503,0.2074152921987785,0.012711841,13.15557861328125,12.63915,13.491344,0.8521948,5881.3545,5871.122,5889.3125,2.5861,2.5739,2.5944,-2.3956,-2.4895,-2.2284,329,4.56518296870265E+18,255.07366164833,21.99356601345,0.8521948,6375349000330019992,255.073879777611,21.9936989808013,0.871374126250193,AIS,0.5269738,GALEX J170017.7+215937,1,107,107,-999,-999,17.35832,0.03368872,-999,-999,413.6859,12.83292,0.05997494,255.59145,22.21221,1965.306,1917.241,,12.2651,12.46391,17,-99,-99,0,0.15706352447545374,0.19890378420896956,0.11039704133715034,13.29244021579103,12.528752958662851,12.998515088805796,16.9241014344,0.7636872571281792,-1.195444350214414
280,532,330,J1702+1732,255.555603,17.536928,-200.9,41.0,5408,48,3.04,0.02,-2.29,0.13,1.60,0.09,1.188,0.025,0,5356,2.91,LAMOST,13.477,0.061,0.031,14.069,13.312,13.673,13.361,12.052,11.582,0.00020955789407499449,4559973585694862976,255.55539521573758,0.0076779323,17.536880862314522,0.0076454026,0.5560788933416185,0.012796088,13.393936157226562,12.818829,13.785269,0.9664402,6074.779,6066.7603,6083.967,3.4972,3.4937,3.5001,-0.9403,-0.9444,-0.9344,330,4.55997358569486E+18,255.555395215738,17.5368808623145,0.9664402,6375524939370333472,255.555534215203,17.5368981013591,0.481160248546687,AIS,0.5825726,GALEX J170213.3+173212,1,135,135,-999,-999,17.91299,0.04246257,-999,-999,248.2004,9.704631,0.06227809,256.12466,17.7496,1931.233,1940.369,,7.358732,7.538676,0,-99,-99,0,0.15973701546370264,0.20421176385173348,0.11409184613784511,13.581057236148267,12.704737153862155,13.23419914176286,17.4620966284,0.8763200822861119,-1.6279200636862887
281,533,333,J1705+3333,256.487244,33.554047,-58.3,54.2,6370,63,4.08,0.02,-2.32,0.08,1.40,0.08,0.432,0.028,0,6422,4.44,LAMOST,13.638,0.026,0.028,13.960,13.569,13.708,13.527,12.675,12.404,0.00024865151899699286,1337619808599757184,256.4870000160656,0.008468398,33.55391335728026,0.009762428,1.1078944186403867,0.010675646,13.539955139160156,13.150303,13.768793,0.6184902,6677.601,6665.438,6685.2197,4.1438,4.1346,4.169,-2.4927,-2.4986,-2.4394,333,1.33761980859976E+18,256.487000016066,33.5539133572803,0.6184902,3886186602481849617,256.487499846303,33.5543379553148,2.14128750996486,MIS,0.2830527,GALEX J170557.0+333315,1,1056.55,0,-999,-999,16.35946,0.005388221,-999,-999,1038.047,5.150303,0.02490935,256.82534,33.58401,1525.238,2014.356,,30.77638,30.38834,0,-99,-99,-999,0.06775020694336294,0.08430226796834109,0.046234818111268255,13.684490732031659,13.104068181888731,13.472204932216794,16.179116305999997,0.5804225501429272,-1.1335854090891857
282,536,335,J1718+5044,259.700562,50.739422,-197.5,77.8,5403,105,2.41,0.04,-2.75,0.09,2.16,0.07,1.816,0.051,0,5538,1.73,LAMOST,12.363,0.033,0.043,12.695,12.274,12.543,12.099,10.880,10.477,5.182239938190895e-05,1414618401734297856,259.70049720427414,0.010602786,50.739456867145215,0.012445874,0.4292560949015934,0.011667515,12.098955154418945,11.57284,12.440165,0.8673248,,,,,,,,,,335,1.4146184017343E+18,259.700497204274,50.7394568671452,0.8673248,6371162089044577647,259.700606449082,50.7394598753331,0.249122701314809,AIS,0.1576058,GALEX J171848.1+504422,3,308,204,22.36059,0.4285406,16.3557,0.01278096,4.128242,1.629023,1041.646,12.25897,0.028768,259.89563,50.64161,1909.127,1949.633,,30.88309,30.91841,0,0.03834981,0.06885014,0,0.07480397970787432,0.09498991658254986,0.05288370866691112,12.34517508341745,11.519956291333088,12.02415117471107,16.14741968,0.8252187920843621,-1.3154576229673003
283,538,336,J1719+1358,259.758759,13.974175,-120.8,53.0,4775,42,2.05,0.05,-2.77,0.09,1.62,0.05,1.961,0.052,0,5047,2.57,LAMOST,12.907,0.104,0.256,13.454,12.627,12.917,12.581,10.907,10.324,0.00012844253030110862,4543104496041198464,259.7586881651319,0.0075237127,13.974075058759668,0.0072176247,0.38611881694683015,0.010610924,12.592815399169922,11.898837,13.121274,1.2224369,,,,,,,,,,336,4.5431044960412E+18,259.758688165132,13.9740750587597,1.2224369,6375384178259658109,259.758718089348,13.9742874799174,0.771828484774771,AIS,0.4723225,GALEX J171902.0+135827,1,128,128,-999,-999,18.85559,0.06788275,-999,-999,104.1753,6.511702,0.1522663,260.21898,14.12835,1918.743,1929.7,,3.088626,3.006672,1,-99,-99,0,0.37690244881235546,0.49047084214292336,0.27636478720025637,12.630803157857077,11.622472212799744,12.215912950357566,17.753181987999998,1.0083309450573328,-1.393784554042587
284,539,337,J1730+4143,262.606567,41.726353,-145.6,74.3,4919,30,2.06,0.03,-2.50,0.10,1.70,0.05,2.003,0.031,0,4969,1.81,LAMOST,12.153,0.043,0.029,12.861,12.038,12.213,11.667,10.405,9.872,6.294366966033391e-05,1347464217239541632,262.6065415631987,0.008174665,41.72641728167011,0.009975649,0.3764897335594808,0.009584741,11.862512588500977,11.236753,12.308202,1.0714483,,,,,,,,,,337,1.34746421723954E+18,262.606541563199,41.7264172816701,1.0714483,6371302813645933756,262.606531637922,41.726453340433,0.132522355815592,AIS,0.2340613,GALEX J173025.5+414335,1,163,163,-999,-999,17.51546,0.03108444,-999,-999,357.9457,10.24544,0.02921096,262.31005,41.65053,1976.534,1995.107,,10.6125,10.82802,0,-99,-99,0,0.07315510005912318,0.09452686296226698,0.05321136315624657,12.213675137037733,11.183541636843753,11.789357488441853,17.303972649600002,1.0301335001939798,-1.2544076901618428
285,540,339,J1733+2633,263.360596,26.561991,40.8,94.4,5208,45,2.52,0.03,-3.28,0.11,1.50,0.10,1.642,0.033,0,5250,3.22,LAMOST,12.379,0.059,0.161,12.859,12.220,12.537,12.010,10.770,10.251,2.444999412850711e-05,4594840366419966208,263.360573679421,0.00639336,26.5619930452719,0.0070746215,0.5656413517377441,0.009431727,12.172125816345215,11.57347,12.58804,1.0145702,6297.2676,6275.849,6301.791,3.1565,3.1412,3.1581,-0.73,-0.7304,-0.7299,339,4.59484036641997E+18,263.360573679421,26.5619930452719,1.0145702,6371513974639299515,263.360622069273,26.5620535828601,0.267907752115784,AIS,0.1359283,GALEX J173326.5+263343,1,150,150,-999,-999,17.01489,0.02556221,-999,-999,567.602,13.36018,0.0614878,263.33936,26.42746,1924.53,1922.717,,16.82846,17.25086,0,-99,-99,0,0.15629299829080315,0.20063647178613409,0.11240226946902382,12.387403528213865,11.461067730530976,12.015832818054411,16.569718328,0.9263357976828885,-1.62359017328399
286,541,342,J1757+2435,269.463348,24.596937,-100.2,73.7,5768,60,2.41,0.04,-2.81,0.08,3.20,0.21,1.929,0.044,0,6250,2.90,LAMOST,11.827,0.068,0.150,12.025,11.644,11.739,11.420,10.436,10.086,4.585471482218609e-05,4580919415339537280,269.46331562251396,0.009234536,24.596973105330832,0.013384761,0.4190594633625999,0.015692022,11.477375030517578,11.021637,11.759509,0.7378721,6408.6562,6396.867,6414.6333,2.6722,2.666,2.676,-3.9935,-4.0095,-3.8747,342,4.58091941533954E+18,269.463315622514,24.5969731053308,0.7378721,6375243460100752041,269.463391889596,24.5968116650937,0.632534323442158,AIS,0.4737499,GALEX J175751.2+243548,3,176.05,176.05,20.73695,0.2420941,15.45208,0.01165516,18.41718,4.105608,2394.232,25.69535,0.09331194,269.10174,24.93828,1897.923,1928.347,,70.98502,71.4865,4,0.1710886,0.1884147,0,0.25076679467167207,0.3140606945126194,0.17264208004928236,11.44544830548738,10.848994919950718,11.226608235845905,14.776501554400001,0.5964533855366625,-0.5778204821058832
287,542,343,J1810+5121,272.749512,51.355526,-190.8,40.5,6213,175,4.33,0.05,-3.30,0.09,1.33,0.20,0.139,0.073,0,6311,4.10,LAMOST,14.502,0.024,0.063,14.794,14.438,14.564,14.363,13.506,13.148,9.627085176583217e-05,2124774098618710144,272.7494509576955,0.015371766,51.35544422550891,0.014997905,1.0695664278855566,0.015385818,14.383864402770996,13.969134,14.631914,0.6627798,6442.3896,6422.5684,6474.9033,4.3471,4.3263,4.3838,-3.0202,-3.8807,-2.2813,343,2.12477409861871E+18,272.749450957696,51.3554442255089,0.6627798,6371197276635795547,272.749913628645,51.3555073188868,1.06466551751717,AIS,0.3639822,GALEX J181059.9+512119,1,154,154,-999,-999,17.21852,0.02647294,-999,-999,470.5323,11.46996,0.0443904,272.94306,51.01225,1922.102,1940.278,,13.9505,14.26453,0,-99,-99,0,0.12010085249204966,0.14984447385072344,0.08228793481389426,14.482069526149276,13.886846065186106,14.263763550278947,16.897133504000003,0.5952234609631706,-1.355683395031602
288,544,344,J1811+5159,272.848602,51.996342,-200.4,58.8,4668,46,1.30,0.06,-2.51,0.11,2.01,0.05,2.672,0.062,0,4875,1.13,LAMOST,12.209,0.025,0.056,13.157,12.141,12.503,11.823,10.348,9.740,8.613947439326168e-05,2125193798525926656,272.84846662860593,0.008198318,51.99635817636619,0.008940556,0.1693900713448021,0.008514521,11.95249080657959,11.253794,12.488181,1.2343874,,,,,,,,,,344,2.12519379852593E+18,272.848466628606,51.9963581763662,1.2343874,6371197266972117650,272.848529972329,51.9963804388267,0.161668880915517,AIS,0.1646253,GALEX J181123.6+515946,1,151,149,-999,-999,19.17563,0.07281736,-999,-999,77.57975,5.201798,0.04020037,272.59346,51.94728,1926.601,1939.226,,2.300111,2.360426,0,-99,-99,0,0.09782709415721753,0.12821812575716002,0.072663942650548,12.359962874242841,11.181130057349451,11.854663712422372,18.8845793212,1.1788328168933901,-0.7303247951866254
289,545,345,J1829+4852,277.325409,48.877472,-8.2,95.6,6213,71,4.16,0.02,-2.07,0.09,1.30,0.08,0.309,0.029,0,6111,3.57,LAMOST,11.754,0.025,0.013,12.084,11.688,12.384,12.970,10.734,10.448,0.0004365676514668703,2120573345725924224,277.32475258571407,0.011807207,48.877435683679316,0.012276471,3.105059631558459,0.0122872805,11.632586479187012,11.225183,11.872495,0.64731216,6480.703,6470.2593,6486.9644,4.2146,4.2081,4.2248,-2.2842,-2.4223,-2.0752,345,2.12057334572592E+18,277.324752585714,48.8774356836793,0.64731216,6371197283078242497,277.325063988928,48.8770333506596,1.6252543290147,AIS,0.5198615,GALEX J182918.0+485237,1,207,0,-999,-999,14.79946,0.007552043,-999,-999,4367.338,30.37047,0.0813218,277.75545,49.31388,1945.225,1833.157,,129.4843,125.3661,17,-99,-99,-999,0.2218307131954218,0.2758929749217257,0.15092685355464594,11.596602025078274,11.074256146445354,11.41075576599159,14.210690168,0.5223458786329207,-0.817144522300997
290,547,346,J1833+1309,278.320190,13.155890,80.7,83.2,5296,224,3.51,0.67,-2.64,0.08,1.10,0.08,0.681,0.673,0,5538,3.19,LAMOST,10.552,0.091,0.054,10.879,10.308,10.811,9.618,8.940,8.499,0.0001831938513878073,4508429270864441088,278.32001047816203,0.019133171,13.155865217784097,0.021964781,4.020897298736271,0.025558893,10.32642936706543,9.738132,10.731686,0.99355316,,,,,,,,,,346,4.50842927086444E+18,278.320010478162,13.1558652177841,0.99355316,6375278703526545478,278.319938965426,13.1564464706556,2.10747345561286,AIS,0.04662396,GALEX J183316.7+130923,1,104.05,104.05,-999,-999,14.68995,0.01077759,-999,-999,4830.826,47.94168,0.2914335,278.28799,13.12172,1893.914,1944.571,,143.226,141.6254,0,-99,-99,0,0.7685787734609014,0.9737847108618353,0.5358819685509806,9.757901289138164,9.202250031449019,9.557850593604527,12.57997146,0.5556512576891457,-1.3581910820448773
291,550,347,J1848+4401,282.249084,44.021763,-326.1,36.7,5270,43,3.14,0.02,-2.54,0.13,1.41,0.09,1.043,0.024,0,5460,3.07,LAMOST,13.051,0.031,-9.900,13.660,12.968,13.160,12.715,11.553,11.144,7.020021075319368e-05,2105367821469848704,282.2490278653641,0.010019145,44.021823607842165,0.011055785,0.7388780914962931,0.011448385,12.860565185546875,12.302646,13.234736,0.93209076,5910.602,5871.6797,6054.8423,3.3488,3.2828,3.4356,-1.4774,-1.5154,-1.3047,347,2.10536782146985E+18,282.249027865364,44.0218236078422,0.93209076,3190169354023994790,282.248857069062,44.021772038502,0.479530635111354,GII,0.4844202,GALEX J184859.7+440118,3,4646.65,899.55,22.22077,0.1757421,17.13575,0.003831846,4.69564,0.7598725,507.8063,1.791746,0.0634499,281.99756,44.4715,1808.769,1963.206,,15.05562,14.93431,257,0.04362072,0.07114255,0,0.16380721714222615,0.20879809141916109,0.11641414132616426,13.025937908580838,12.186231858673835,12.696757968404649,16.676372724,0.8397060499070026,-1.6422817859423917
292,552,350,J1940+5443,295.011597,54.722038,-56.5,42.1,6035,68,3.91,0.02,-1.83,0.09,1.45,0.09,0.508,0.029,0,6132,4.27,LAMOST,13.045,0.041,-9.900,13.448,12.935,13.116,12.842,11.898,11.603,0.00011446527427745538,2138350902561138432,295.0114298687719,0.009901928,54.722099348379956,0.011702659,1.3697975544594647,0.01109096,13.155974388122559,12.634221,13.347475,0.713254,6067.3765,6042.8545,6123.715,4.1717,4.1642,4.1816,-2.0335,-2.1388,-1.9057,350,2.13835090256114E+18,295.011429868772,54.72209934838,0.713254,6371091718150817249,295.011663793963,54.721758185224,1.32098393850538,AIS,0.207838,GALEX J194002.8+544318,1,108,108,-999,-999,16.11248,0.02109571,-999,-999,1303.186,25.31457,0.1018584,294.83972,54.90446,1816.981,1921.633,,38.63729,38.44029,17,-99,-99,0,0.27532372300221414,0.3439571461686034,0.18865393036541325,13.003517853831395,12.445567069634587,12.880650665120344,15.375025184000002,0.5579507841968088,-1.4076293014018137
