,,,Name,FeH,Teff,logg,RAdeg,DEdeg,dist_x,SOURCE_ID,RA,ra_error_x,DEC,dec_error_x,parallax_x,parallax_error_x,phot_g_mean_mag_x,phot_rp_mean_mag_x,phot_bp_mean_mag_x,bp_rp_x,mh_gspphot_x,mh_gspphot_lower_x,mh_gspphot_upper_x,Column0,dist_y,ra_y,ra_error_y,dec_y,dec_error_y,parallax,parallax_error_y,Gmag,RPmag,BPmag,BP-RP,mh_gspphot_y,mh_gspphot_lower_y,mh_gspphot_upper_y,MatchID,MatchRA,MatchDEC,dstArcSec,survey,fov_radius,IAUName,band,nuv_exptime,fuv_exptime,fuv_mag,fuv_magerr,nuv_mag,nuv_magerr,fuv_flux,fuv_fluxerr,nuv_flux,nuv_fluxerr,e_bv,ra_cent,dec_cent,xCenter,yCenter,SSAPFitsFile,nuv_flux_auto,nuv_flux_aper_7,nuv_artifact,fuv_flux_auto,fuv_flux_aper_7,fuv_artifact,redG,redBP,redRP,bpDered,rpDered,gDered,NUVDered,bp_rp_dered,colorColorY
0,0,11,CS 29506-090,-2.83,6303, 4.25,159.3043499999993,-22.17822,0.005961631012355949,5474902912245199360,159.31078894368716,0.017056832,-22.177944348312923,0.025912846,0.07516589128303687,0.028484533,14.691289,14.060742,15.14891,1.0881672,,,,11,0.00596163101235595,159.310788943687,0.017056832,-22.1779443483129,0.025912846,0.0751658912830369,0.028484533,14.691289,14.060742,15.14891,1.0881672,NaN,NaN,NaN,6382315543584574761,159.310866528936,-22.1782461522064,1.11685501406285,AIS,0.3253263,GALEX J103714.6-221041,1,213,213,-999,-999,20.62925,0.1425783,-999,-999,20.33758,2.670072,0.06003074,159.55736,-22.41024,1949.504,1894.386,,0.6029755,0.5352067,0,-99,-99,0,0.15049125888307724,0.1944376715174873,0.10936404738277306,14.954472328482513,13.951377952617227,14.540797741116922,20.194627442399998,1.0030943758652864,-1.0167750007243628
